"id","TypeCode","Type","Name","WardCode","Ward","createdBy","createdDate","lastModifiedBy","lastModifiedDate"
"7c70703f-c2a4-44f2-829c-433ce08a16c3","1","Town Panchayat","T.Kallupatti (TP)","20TP0807W","T.Kallupatti (TP) WARD NO.-0006","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"7cc00c93-d3a8-4bb0-9644-cddffe9f94ca","2","Municipality","Usilampatti (M)","20MU0322W","Usilampatti (M) WARD NO.-0022","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"7e5042d6-fb84-4f05-bcc3-538803985e00","1","Town Panchayat","Elumalai (TP)","20TP0305W","Elumalai (TP) WARD NO.-0005","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"7f0b3951-ae22-4d83-a23b-c3534a26b7ad","1","Town Panchayat","Sholavandan (TP)","20TP0715W","Sholavandan (TP) WARD NO.-0015","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"8013df61-7f79-43bf-9065-6c79494b1c99","1","Town Panchayat","Alanganallur (TP)","20TP0208W","Alanganallur (TP) WARD NO.-0008","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"807db1e2-22dd-4f2f-8c7b-7b36ea0c4df5","1","Town Panchayat","T.Kallupatti (TP)","20TP0812W","T.Kallupatti (TP) WARD NO.-0011","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"80906ee0-6b1b-4bd2-8bdd-7ddb998cb328","1","Town Panchayat","Paravai (TP)","20TP0505W","Paravai (TP) WARD NO.-0005","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"80bec5c7-c58b-4ae6-83db-9f446869b97a","3","Corporation","Zone 2-  North","20MC0128W","Madurai (M Corp.) WARD NO.-0028","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"80facc0e-5d76-44dc-aaea-3bd3916469b6","3","Corporation","Zone 4- South","20MC0146W","Madurai (M Corp.) WARD NO.-0046","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"816fac01-a2ee-4dc2-b3a2-dbbe472d244c","3","Corporation","Zone 2-  North","20MC0125W","Madurai (M Corp.) WARD NO.-0025","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"81b005bc-088e-4867-a5f1-5c01006dea7b","1","Town Panchayat","Alanganallur (TP)","20TP02014W","Alanganallur (TP) WARD NO.-0014","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"81e6abd3-2af1-4fef-9a9b-2d8350abbdf5","3","Corporation","Zone  1- East","20MC0137W","Madurai (M Corp.) WARD NO.-0037","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"82712544-d992-4954-b7b4-f499ba522d96","1","Town Panchayat","A.Vellalapatti (TP)","20TP01014W","A.Vellalapatti (TP) WARD NO.-0014","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"82b87baa-6ec2-4f2a-ae22-8403bde9d3bf","3","Corporation","Zone 5- West","20MC0183W","Madurai (M Corp.) WARD NO.-0083","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"82e8a120-6ae0-4f45-baba-842d6d01f818","3","Corporation","Zone 3- Central","20MC0155W","Madurai (M Corp.) WARD NO.-0055","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"836c3648-bf5f-4f99-b713-d13777bc1552","3","Corporation","Zone 3- Central","20MC0176W","Madurai (M Corp.) WARD NO.-0076","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"843ce988-2487-4811-a48c-70b738f2ced4","1","Town Panchayat","Palamedu (TP)","20TP0405W","Palamedu (TP) WARD NO.-0005","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"858de127-518a-4c08-aa50-304fce3ad032","1","Town Panchayat","Paravai (TP)","20TP0509W","Paravai (TP) WARD NO.-0009","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"8615df5f-4691-46db-87c4-d8e29293f784","1","Town Panchayat","Peraiyur (TP)","20TP0612W","Peraiyur (TP) WARD NO.-0012","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"8625be34-cff5-4c8b-a90b-b803ac95da38","1","Town Panchayat","Nagavakulam (CT)","20CT0901W","Nagavakulam (CT) WARD NO.-0001","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"86c91f99-b7a7-495d-b68d-f886a21851e5","1","Town Panchayat","Paravai (TP)","20TP0513W","Paravai (TP) WARD NO.-0013","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"87209ae2-2549-4c83-a35c-1eaae7913a9b","1","Town Panchayat","Alanganallur (TP)","20TP0203W","Alanganallur (TP) WARD NO.-0003","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"87c460c1-8298-4dad-bbb2-081e3b15831a","1","Town Panchayat","Harveypatti (TP)","20CT0311W","Harveypatti (TP) WARD NO.-0011","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"8813b14d-acda-44ba-8f6d-8706b66bd10c","3","Corporation","Zone 2-  North","20MC0124W","Madurai (M Corp.) WARD NO.-0024","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"88881c2f-ec63-4418-9ce5-f76ed40a41e3","1","Town Panchayat","Alanganallur (TP)","20TP0202W","Alanganallur (TP) WARD NO.-0002","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"88d50f0e-0263-4fb3-9e20-1871fdf1fe50","1","Town Panchayat","Sholavandan (TP)","20TP0710W","Sholavandan (TP) WARD NO.-0010","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"8a1f3905-bd72-4d3a-9b6b-900f92a9103a","3","Corporation","Zone 5- West","20MC0181W","Madurai (M Corp.) WARD NO.-0081","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"8a588a80-f08f-4d01-a4c9-e1daaa741c86","2","Municipality","Usilampatti (M)","20MU0318W","Usilampatti (M) WARD NO.-0018","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"8b6c319b-823a-491f-9ff3-0872764c3855","3","Corporation","Zone 2-  North","20MC0122W","Madurai (M Corp.) WARD NO.-0022","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"8b719466-c434-4494-815c-7733ea702c8c","1","Town Panchayat","Vadipatti (TP)","20TP0907W","Vadipatti (TP) WARD NO.-0007","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"8c0a45a4-f6a1-4dde-9c82-f33a9821a7da","1","Town Panchayat","Elumalai (TP)","20TP0316W","Elumalai (TP) WARD NO.-0016","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"8d5fccd3-b69a-483d-81ac-8cdcbee9640e","1","Town Panchayat","Palamedu (TP)","20TP0511W","Palamedu (TP) WARD NO.-0011","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"8de0a78a-f38c-4c36-9fe6-265e6eb90efd","1","Town Panchayat","A.Vellalapatti (TP)","20TP0109W","A.Vellalapatti (TP) WARD NO.-0009","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"8f77a91d-c8b7-4aad-854f-4f30ea7af434","3","Corporation","Zone 5- West","20MC0174W","Madurai (M Corp.) WARD NO.-0074","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"8fff4a3d-6aff-4a1e-8e13-ff529ddfae57","2","Municipality","Usilampatti (M)","20MU0313W","Usilampatti (M) WARD NO.-0013","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"913e9ac3-9d20-4f33-a512-0a33f98a6e97","3","Corporation","Zone 5- West","20MC0194W","Madurai (M Corp.) WARD NO.-0094","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"9163d009-e482-4948-a618-0f34079adf74","2","Municipality","Thirumangalam (M)","20MU0218W","Thirumangalam (M) WARD NO.-0018","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"91e9a0de-c01d-4a56-bfc8-863fb72760b5","2","Municipality","Melur (M)","20MU0119W","Melur (M) WARD NO.-0018","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"9220d869-de13-40a5-9edd-36281afb848d","3","Corporation","Zone 2-  North","20MC0133W","Madurai (M Corp.) WARD NO.-0033","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"92fb251e-2968-4f09-a9a6-ad46eca504d2","1","Town Panchayat","Thirunagar (TP)","20CT1808W","Thirunagar (TP) WARD NO.-0008","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"948b9e57-0eb2-4974-a54e-f237b485fa9f","1","Town Panchayat","A.Vellalapatti (TP)","20TP0102W","A.Vellalapatti (TP) WARD NO.-0002","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"962e7b6c-97cb-4812-8658-ed3dc8a1cb70","1","Town Panchayat","T.Kallupatti (TP)","20TP0810W","T.Kallupatti (TP) WARD NO.-0009","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"96e50293-71fb-4e67-afaa-bd75fdc76191","1","Town Panchayat","Palamedu (TP)","20TP0403W","Palamedu (TP) WARD NO.-0003","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"984bea35-48e9-4f4c-9574-29016a4c3758","1","Town Panchayat","Sholavandan (TP)","20TP0709W","Sholavandan (TP) WARD NO.-0009","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"9879ad44-7fc5-4c2d-abb0-546ecbe69dbe","2","Municipality","Usilampatti (M)","20MU0314W","Usilampatti (M) WARD NO.-0014","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"98991ef7-f2f4-484a-b190-785a9f09900c","2","Municipality","Usilampatti (M)","20MU0303W","Usilampatti (M) WARD NO.-0003","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"99488e7b-3cd3-476d-9279-9af2f4af38b9","1","Town Panchayat","Othakadai (CT)","20CT1201W","Othakadai (CT) WARD NO.-0001","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"99506f3c-dd85-48ac-8bb7-4baf70c2a928","3","Corporation","Zone 5- West","20MC0171W","Madurai (M Corp.) WARD NO.-0071","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"9a69fe5c-c641-4495-a2f8-db3081952b48","1","Town Panchayat","Sholavandan (TP)","20TP0711W","Sholavandan (TP) WARD NO.-0011","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"9b291bb9-9fd4-4b49-b471-61b33f00bd06","1","Town Panchayat","A.Vellalapatti (TP)","20TP0107W","A.Vellalapatti (TP) WARD NO.-0007","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"9b9bcab7-b998-41e4-ac22-cb99d62bb239","1","Town Panchayat","T.Kallupatti (TP)","20TP0804W","T.Kallupatti (TP) WARD NO.-0003","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"9c7b4615-45c9-4751-b4b8-88476606fc79","1","Town Panchayat","A.Vellalapatti (TP)","20TP0108W","A.Vellalapatti (TP) WARD NO.-0008","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"9cc48d9b-1b5a-4d5a-bad1-e1c54f7526f0","1","Town Panchayat","Thirunagar (TP)","20CT1811W","Thirunagar (TP) WARD NO.-0011","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"9d6e3067-a4d8-4cba-8a86-ade6a0f93324","1","Town Panchayat","A.Vellalapatti (TP)","20TP0106W","A.Vellalapatti (TP) WARD NO.-0006","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"9dc03c78-d180-4c32-a13f-1ac43b6e8122","2","Municipality","Usilampatti (M)","20MU0315W","Usilampatti (M) WARD NO.-0015","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"9e5164f3-369e-47c3-944a-545aceefd307","1","Town Panchayat","Harveypatti (TP)","20CT0314W","Harveypatti (TP) WARD NO.-0014","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"9faccbc9-0287-4855-a6ea-32624a42eed2","2","Municipality","Thirumangalam (M)","20MU0220W","Thirumangalam (M) WARD NO.-0020","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"9ff4ccec-ae95-49a3-aba9-c3bb90c0d465","1","Town Panchayat","T.Kallupatti (TP)","20TP0805W","T.Kallupatti (TP) WARD NO.-0004","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"a08ea892-f2f3-4edc-a1af-03af112500b3","3","Corporation","Zone 2-  North","20MC0120W","Madurai (M Corp.) WARD NO.-0020","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"a0b235b9-7003-4046-a886-cd010a13676c","1","Town Panchayat","Palamedu (TP)","20TP0404W","Palamedu (TP) WARD NO.-0004","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"a182c520-1520-4fee-869c-fb7ebbec1d2e","3","Corporation","Zone 4- South","20MC0148W","Madurai (M Corp.) WARD NO.-0048","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.502928+00"
"a1b0d79a-70d8-4213-9e66-016fb208f274","3","Corporation","Zone 4- South","20MC0149W","Madurai (M Corp.) WARD NO.-0049","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"a2b04546-5322-4fb7-a8ee-dc04091d6775","3","Corporation","Zone 5- West","20MC0192W","Madurai (M Corp.) WARD NO.-0092","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"a30da5c0-85ce-42fe-a1b4-c902f817b612","1","Town Panchayat","Peraiyur (TP)","20TP0605W","Peraiyur (TP) WARD NO.-0005","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"a34dffc6-0d2e-4ad6-a422-eef8949acb2b","1","Town Panchayat","Thirunagar (TP)","20CT1810W","Thirunagar (TP) WARD NO.-0010","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"a4a6986c-1283-44a2-8db8-813311b25247","2","Municipality","Thirumangalam (M)","20MU0206W","Thirumangalam (M) WARD NO.-0006","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"a5326876-ca6a-4624-8c0c-20aabac8cec7","2","Municipality","Thirumangalam (M)","20MU0225W","Thirumangalam (M) WARD NO.-0025","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"a66fd2cb-18d2-4fd3-bc69-626a53388d21","1","Town Panchayat","Arumbanur (CT)","20CT0101W","Arumbanur (CT) WARD NO.-0001","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"a7ff8244-70ed-45cd-92c7-b094cc905baf","1","Town Panchayat","Sholavandan (TP)","20TP0718W","Sholavandan (TP) WARD NO.-0018","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"a86fa01d-0d31-4634-a155-0594045daa01","1","Town Panchayat","Sholavandan (TP)","20TP0712W","Sholavandan (TP) WARD NO.-0012","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"a8a12f24-b457-4d7f-b65f-8c4f91423635","1","Town Panchayat","Paravai (TP)","20TP0515W","Paravai (TP) WARD NO.-0015","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"a8ef1530-8ed9-494e-8adc-b35ec3617db6","3","Corporation","Zone 4- South","20MC0188W","Madurai (M Corp.) WARD NO.-0088","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"ab3b7e05-9767-45cf-b940-825dd3671425","1","Town Panchayat","Samanatham (CT)","20CT1401W","Samanatham (CT) WARD NO.-0001","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"aba6c007-0d16-4858-9582-6ab3f5163506","1","Town Panchayat","Nagamalaipudukottai (CT)","20CT0801W","Nagamalaipudukottai (CT) WARD NO.-0001","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"acb35f29-bf69-44b5-8333-d7e8257b0994","2","Municipality","Usilampatti (M)","20MU0323W","Usilampatti (M) WARD NO.-0023","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"ad75320a-a743-4b1a-80be-b0d82f235ec9","2","Municipality","Usilampatti (M)","20MU0307W","Usilampatti (M) WARD NO.-0007","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"ae1ec3ba-2522-4dab-8246-c86aeb12c8af","1","Town Panchayat","Alanganallur (TP)","20TP0201W","Alanganallur (TP) WARD NO.-0001","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"b1c8939d-9381-4e59-9e75-34c7b6d062ef","1","Town Panchayat","Elumalai (TP)","20TP0304W","Elumalai (TP) WARD NO.-0004","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"b22a3d46-7074-4791-8543-2c37cd6e0fd4","2","Municipality","Melur (M)","20MU0110W","Melur (M) WARD NO.-0010","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"b2c8e962-29f3-4a77-8de5-bef526756423","1","Town Panchayat","Thirunagar (TP)","20CT1809W","Thirunagar (TP) WARD NO.-0009","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"b4160546-c668-46d1-8a19-b0bb08fba8ef","3","Corporation","Zone 4- South","20MC0145W","Madurai (M Corp.) WARD NO.-0045","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"b4e0930e-ed13-4621-9702-b22d52bfd1c5","2","Municipality","Thirumangalam (M)","20MU0205W","Thirumangalam (M) WARD NO.-0005","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"b72172ce-0a6e-42f7-8ab0-56230617675c","1","Town Panchayat","Sholavandan (TP)","20TP0716W","Sholavandan (TP) WARD NO.-0016","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"b7fcaddd-f9f0-4db9-8a15-c79d602a134f","1","Town Panchayat","Vilangudi (TP)","20CT2204W","Vilangudi (TP) WARD NO.-0004","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"b89d4152-0d5c-4115-815c-5281a0d4a350","1","Town Panchayat","Harveypatti (TP)","20CT0312W","Harveypatti (TP) WARD NO.-0012","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"b912bf4c-6112-49e8-a18e-7334ffbdedac","2","Municipality","Thirumangalam (M)","20MU0213W","Thirumangalam (M) WARD NO.-0013","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"b91fb906-7364-49a6-9212-96afe4368061","3","Corporation","Zone  1- East","20MC0117W","Madurai (M Corp.) WARD NO.-0017","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"b925b048-26c6-4316-b901-04dd4c6844a6","1","Town Panchayat","Paravai (TP)","20TP0512W","Paravai (TP) WARD NO.-0012","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"b92d1682-153c-4f58-a22e-9e5a1181f76e","1","Town Panchayat","Vilangudi (TP)","20CT2207W","Vilangudi (TP) WARD NO.-0007","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"b9cd6109-3823-431e-bbc2-76f470e9b799","2","Municipality","Melur (M)","20MU0103W","Melur (M) WARD NO.-0003","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"ba09f786-2f91-49a0-b9c6-a4df46610da1","1","Town Panchayat","Peraiyur (TP)","20TP0602W","Peraiyur (TP) WARD NO.-0002","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"bae076ab-176f-4543-9249-d517c8a68bc2","1","Town Panchayat","Sholavandan (TP)","20TP0705W","Sholavandan (TP) WARD NO.-0005","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"baf6cb11-1418-4635-b6a1-d41950158db1","1","Town Panchayat","Peraiyur (TP)","20TP0601W","Peraiyur (TP) WARD NO.-0001","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"bb85329f-0771-4f6e-b44b-dd46b073dbb8","1","Town Panchayat","T.Kallupatti (TP)","20TP0814W","T.Kallupatti (TP) WARD NO.-0013","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"bcc884ec-89e5-415f-a936-73014d91a614","1","Town Panchayat","Paravai (TP)","20TP0507W","Paravai (TP) WARD NO.-0007","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"bfa36604-902d-491f-9b62-41ad4a5d6d80","2","Municipality","Thirumangalam (M)","20MU0211W","Thirumangalam (M) WARD NO.-0011","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"bfcbd2fb-03a6-4a24-b1a0-20315ad58375","1","Town Panchayat","Peraiyur (TP)","20TP0613W","Peraiyur (TP) WARD NO.-0013","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"c0831208-38a3-4006-b150-b7aed6ca85c6","1","Town Panchayat","Peraiyur (TP)","20TP0603W","Peraiyur (TP) WARD NO.-0003","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"c13ef9fd-f835-4791-910c-1e0abdd4843a","3","Corporation","Zone 4- South","20MC0142W","Madurai (M Corp.) WARD NO.-0042","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"c1c1cdd3-985b-48c0-be8f-dd86181de0b9","2","Municipality","Melur (M)","20MU0104W","Melur (M) WARD NO.-0004","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"c1fa238f-0e20-4355-9ef7-33cfcb267155","1","Town Panchayat","A.Vellalapatti (TP)","20TP0103W","A.Vellalapatti (TP) WARD NO.-0003","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"c230d246-08e2-4ae0-9e7f-59f92e742f82","2","Municipality","Melur (M)","20MU0113W","Melur (M) WARD NO.-0012","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"c2cee579-815f-42ef-b17c-eda82ad3a4de","1","Town Panchayat","Elumalai (TP)","20TP0311W","Elumalai (TP) WARD NO.-0011","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"c5b9725e-7dc4-46d0-a566-b20b78f3f99a","3","Corporation","Zone  1- East","20MC0140W","Madurai (M Corp.) WARD NO.-0040","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"c6c2abd5-a487-49bf-a9f4-f68e1a190cc5","1","Town Panchayat","Thirunagar (TP)","20CT1804W","Thirunagar (TP) WARD NO.-0004","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"c6d8bdcb-5363-4e38-8879-89da42742da4","3","Corporation","Zone 3- Central","20MC0160W","Madurai (M Corp.) WARD NO.-0060","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"c7e450bd-b1f2-4b4d-8c91-17ecf3de6a5e","1","Town Panchayat","Paravai (TP)","20TP0506W","Paravai (TP) WARD NO.-0006","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"c829874f-b8e9-4427-8c0f-f86a2534c9f8","3","Corporation","Zone 3- Central","20MC0170W","Madurai (M Corp.) WARD NO.-0070","System","2022-10-15 10:04:26.501845+00","","2022-10-15 10:04:26.501845+00"
"c9136f99-fa72-4005-833a-49dd56c6033c","1","Town Panchayat","Thiruppalai (CT)","20CT1901W","Thiruppalai (CT) WARD NO.-0001","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"c9701fa7-a085-4529-88bd-d03ccecb187b","1","Town Panchayat","Peraiyur (TP)","20TP0610W","Peraiyur (TP) WARD NO.-0010","System","2022-10-15 10:04:26.499928+00","","2022-10-15 10:04:26.499928+00"
"ca73e918-954f-408c-84ad-9ea8a1d809e8","3","Corporation","Zone 4- South","20MC0187W","Madurai (M Corp.) WARD NO.-0087","System","2022-10-15 10:04:26.502928+00","","2022-10-15 10:04:26.502928+00"
"ca809b86-2757-40e4-aa1b-038017756e05","1","Town Panchayat","Vadipatti (TP)","20TP0913W","Vadipatti (TP) WARD NO.-0013","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"cc43b30f-eed5-4efb-add9-d187058d6fba","1","Town Panchayat","Elumalai (TP)","20TP0302W","Elumalai (TP) WARD NO.-0002","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"ccd38a0a-0b0c-4865-97e1-95655fd64edf","2","Municipality","Thirumangalam (M)","20MU0214W","Thirumangalam (M) WARD NO.-0014","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"cf294fcf-779e-4580-a686-8292d51b1b5c","1","Town Panchayat","Paravai (TP)","20TP0502W","Paravai (TP) WARD NO.-0002","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
"d09c92f1-d83d-45d3-bd7d-3cc6c4d42b1b","1","Town Panchayat","Elumalai (TP)","20TP0301W","Elumalai (TP) WARD NO.-0001","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"d1b68885-2382-401b-9d4a-f211d0ce1a70","2","Municipality","Usilampatti (M)","20MU0312W","Usilampatti (M) WARD NO.-0012","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"d1d23783-f528-4f38-a758-8bb230a40915","2","Municipality","Melur (M)","20MU0126W","Melur (M) WARD NO.-0025","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"d20cc442-0bcb-4a84-a752-88851fdc0dae","2","Municipality","Thirumangalam (M)","20MU0226W","Thirumangalam (M) WARD NO.-0026","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"d234dca4-037b-4a55-9bd7-64641999a5a5","1","Town Panchayat","Alanganallur (TP)","20TP0204W","Alanganallur (TP) WARD NO.-0004","System","2022-10-15 10:04:26.498924+00","","2022-10-15 10:04:26.498924+00"
"d2ba78e5-5dda-4020-a9ec-6642e4dc3a91","2","Municipality","Thirumangalam (M)","20MU0224W","Thirumangalam (M) WARD NO.-0024","System","2022-10-15 10:04:26.500918+00","","2022-10-15 10:04:26.500918+00"
"d2be0d51-64e1-404d-9a8d-cbbe530a18f5","1","Town Panchayat","Vandiyur (CT)","20CT2001W","Vandiyur (CT) WARD NO.-0001","System","2022-10-15 10:04:26.49793+00","","2022-10-15 10:04:26.49793+00"
